"day","lag","rho","error","index"
2020-02-10,38,0.000126253061717243,0.651594879915033,"homo"
2020-02-11,38,0.000126253061717243,0.664744089918359,"homo"
2020-02-12,38,0.000126253061717243,0.660282750237449,"homo"
2020-02-13,38,0.000126253061717243,0.665942355162093,"homo"
2020-02-14,38,0.000126253061717243,0.68499242855918,"homo"
2020-02-15,38,0.000126253061717243,0.694129492626719,"homo"
2020-02-16,38,0.000126253061717243,0.694369393775843,"homo"
2020-03-30,38,0.000126253061717243,0.687166797108303,"homo"
2020-03-31,38,0.000126253061717243,0.687487209894614,"homo"
2020-04-01,38,0.000126253061717243,0.686319392427669,"homo"
2020-04-02,38,0.000126253061717243,0.691378142701394,"homo"
2020-04-03,38,0.000126253061717243,0.689614240757814,"homo"
2020-04-04,38,0.000126253061717243,0.688947963309935,"homo"
2020-04-05,38,0.000126253061717243,0.687531522817077,"homo"
2020-02-10,38,55.2787662200766,2.03778246595687,"power"
2020-02-11,38,55.2787662031518,2.04454799072729,"power"
2020-02-12,38,55.2787661998751,2.04328203407647,"power"
2020-02-13,38,55.278759670224,2.04418088493953,"power"
2020-02-14,38,55.2787661268119,2.04820176846526,"power"
2020-02-15,38,55.2787660747104,2.05230696226638,"power"
2020-02-16,38,55.2787660754062,2.05151095423159,"power"
2020-03-30,38,55.2787661813606,2.04446006050033,"power"
2020-03-31,38,61.1144881203806,2.04554224200823,"power"
2020-04-01,38,55.2787662373555,2.06001731951623,"power"
2020-04-02,38,55.2787596497158,2.06242160051232,"power"
2020-04-03,38,55.2787662288313,2.05895131863798,"power"
2020-04-04,38,55.2787662145069,2.0632421465467,"power"
2020-04-05,38,55.2787662759074,2.06118808736226,"power"
2020-02-10,38,0.439946977558977,0.545516676135684,"exp"
2020-02-11,38,0.439375650232439,0.560009287543956,"exp"
2020-02-12,38,0.439460352035015,0.555403773509494,"exp"
2020-02-13,38,0.439217909053882,0.553588500016781,"exp"
2020-02-14,38,0.438766752411939,0.558418295787812,"exp"
2020-02-15,38,0.438179087182123,0.563692854415785,"exp"
2020-02-16,38,0.438216528011147,0.563637793118453,"exp"
2020-03-30,38,0.438140826314013,0.546376005021047,"exp"
2020-03-31,38,0.438054675182547,0.548937183754437,"exp"
2020-04-01,38,0.436904610738003,0.564105383133506,"exp"
2020-04-02,38,0.43668409200493,0.567608227636852,"exp"
2020-04-03,38,0.437188247096207,0.564189687296788,"exp"
2020-04-04,38,0.436614203634907,0.568965653040155,"exp"
2020-04-05,38,0.436771777861292,0.567390723333767,"exp"
