day,index,rho,error,boot,nblock,lag,msa,region,yindex,keep_ratio,B,n_fail
2020-02-10,homo,0.000126253061717243,72.7164030186414,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-10,power,79.9999508083439,644.680191454678,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-10,exp,0.431240887905453,69.6014810682678,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-11,homo,0.000126253061717243,73.5281945759867,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-11,power,79.9999508083439,641.560063561329,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-11,exp,0.430167624963841,70.1730545377394,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-12,homo,0.000126253061717243,74.2723129871243,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-12,power,64.7214332302896,649.908631340966,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-12,exp,0.430685354730602,70.9664030206222,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-13,homo,0.000126253061717243,76.2449075816233,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-13,power,64.7214332302896,666.193993069122,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-13,exp,0.43052265592201,72.6838431105313,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-14,homo,0.000126253061717243,78.1551124283449,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-14,power,79.9999508083439,687.336163325298,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-14,exp,0.430055288658707,75.351150125519,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-15,homo,0.000126253061717243,71.9880063038002,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-15,power,79.9999508083439,611.152263699796,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-15,exp,0.428451548042132,67.5772948434351,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-16,homo,0.000126253061717243,66.4882901713736,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-16,power,79.9999508083439,567.768463321429,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-02-16,exp,0.429397168662016,62.5652617167125,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-03-30,homo,0.000126253061717243,42.7557904167367,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-03-30,power,79.9999508083439,367.561473150692,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-03-30,exp,0.428379551991152,39.2171628629824,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-03-31,homo,0.000126253061717243,43.2270150618869,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-03-31,power,64.7214332302896,366.786082605992,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-03-31,exp,0.42780908405279,39.3870053765713,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-01,homo,0.000126253061717243,49.1923595755146,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-01,power,79.9999508083439,413.617088214493,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-01,exp,0.425799046205475,46.6546233404487,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-02,homo,0.000126253061717243,49.7491198735764,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-02,power,79.9999508083439,409.36507463165,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-02,exp,0.424802896551777,47.2042410528354,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-03,homo,0.000126253061717243,50.854493676701,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-03,power,79.9999508083439,428.178008525753,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-03,exp,0.42521347525705,48.6353521680314,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-04,homo,0.000126253061717243,48.2740532984576,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-04,power,79.9999508083439,400.373300573262,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-04,exp,0.424557073827915,45.7843479294144,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-05,homo,8.55629556692591e-05,44.2511078389496,1,7423,48,Los Angeles,msa,2,0.9,100,0
2020-04-05,power,79.9999508083439,366.456472431184,1,7423,48,Los Angeles,msa,2,0.9,100,0
