day,index,rho,error,msa,region,yindex,rho_ci_low,rho_ci_high,err_ci_low,err_ci_high,nblock_median,lag_median,n_boot_used,keep_ratio,B,n_fail
2020-02-10,exp,0.403726764656066,132.774441539269,Miami,msa,2,0.410418524282058,0.425504425937996,117.692643282448,138.734024663956,3078,24,100,0.9,100,0
2020-02-10,homo,0.000244971852252939,136.174087141488,Miami,msa,2,0.000249154589181772,0.000289844697667461,124.21141809393,139.139165893743,3078,24,100,0.9,100,0
2020-02-10,power,79.9999508083439,1247.7093657524,Miami,msa,2,64.7214332302896,79.9999508083439,1061.88465134283,1167.36784825634,3078,24,100,0.9,100,0
2020-02-11,exp,0.398436464581312,130.711228327651,Miami,msa,2,0.403513533240465,0.424696114849658,114.675700078037,136.688298822738,3078,24,100,0.9,100,0
2020-02-11,homo,0.000244971852252939,133.048975632012,Miami,msa,2,0.000247899176109406,0.000255823011057775,120.684408396977,135.898128034329,3078,24,100,0.9,100,0
2020-02-11,power,79.9999508083439,1211.65271345866,Miami,msa,2,64.7214332302896,79.9999508083439,999.763976891131,1139.32330040361,3078,24,100,0.9,100,0
2020-02-12,exp,0.401111653957672,130.976677858779,Miami,msa,2,0.407393255025428,0.423412717955704,115.954247468978,136.826207764883,3078,24,100,0.9,100,0
2020-02-12,homo,0.000244971852252939,135.934086749234,Miami,msa,2,0.000246961202526015,0.000254931535528336,123.359873498,138.862637735542,3078,24,100,0.9,100,0
2020-02-12,power,79.9999508083439,1208.64585652426,Miami,msa,2,64.7214332302896,79.9999508083439,1022.53294191482,1133.60634019485,3078,24,100,0.9,100,0
2020-02-13,exp,0.400465307138582,136.304222549691,Miami,msa,2,0.406353875913254,0.423456504109541,119.60254414755,142.483135399597,3078,24,100,0.9,100,0
2020-02-13,homo,0.000244971852252939,140.887603034751,Miami,msa,2,0.000247671600393396,0.000256729582789243,127.349761449402,143.874727595041,3078,24,100,0.9,100,0
2020-02-13,power,79.9999508083439,1255.0437457345,Miami,msa,2,64.7214332302896,79.9999508083439,1057.6307844805,1178.60405081407,3078,24,100,0.9,100,0
2020-02-14,exp,0.404686195282787,139.83073873261,Miami,msa,2,0.411383668937998,0.425504017832067,124.295404829315,145.825417423306,3078,24,100,0.9,100,0
2020-02-14,homo,0.000244971852252939,146.743502462856,Miami,msa,2,0.000249154589181772,0.0002625496108546,132.939687265009,149.804212844342,3078,24,100,0.9,100,0
2020-02-14,power,79.9999508083439,1300.18055547679,Miami,msa,2,71.9787290798654,79.9999508083439,1114.63029262152,1216.30933944577,3078,24,100,0.9,100,0
2020-02-15,exp,0.399073321333306,126.227510080142,Miami,msa,2,0.404296584639119,0.423115415354706,109.297653668587,132.005797941666,3078,24,100,0.9,100,0
2020-02-15,homo,0.000244971852252939,128.637143070173,Miami,msa,2,0.000249154589181772,0.000257908677042242,115.221341444188,131.345083569051,3078,24,100,0.9,100,0
2020-02-15,power,79.9999508083439,1159.06457393584,Miami,msa,2,64.7214332302896,79.9999508083439,969.888002845943,1091.00539195539,3078,24,100,0.9,100,0
2020-02-16,exp,0.400659062714273,114.162059203944,Miami,msa,2,0.406397731239144,0.423592239318242,100.067664615444,119.299975837142,3078,24,100,0.9,100,0
2020-02-16,homo,0.000244971852252939,117.533143628918,Miami,msa,2,0.000249154589181772,0.000257012165956603,105.787651511271,120.018146519155,3078,24,100,0.9,100,0
2020-02-16,power,79.9999508083439,1053.61258815623,Miami,msa,2,79.9999508083439,79.9999508083439,890.680081101565,989.714409004998,3078,24,100,0.9,100,0
2020-03-30,exp,0.405845422009988,71.905363412686,Miami,msa,2,0.414000864214314,0.424068373663031,66.4474623335322,74.9765130927402,3078,24,100,0.9,100,0
2020-03-30,homo,0.000204281745042237,78.0607637934911,Miami,msa,2,0.000244971852252939,0.000248984741011328,72.4296603143349,79.4183201338615,3078,24,100,0.9,100,0
2020-03-30,power,79.9999508083439,700.489642204389,Miami,msa,2,64.7214332302896,79.9999508083439,600.85118724881,650.312980230589,3078,24,100,0.9,100,0
2020-03-31,exp,0.405139258483635,71.8157693392056,Miami,msa,2,0.412769946367909,0.424273254071351,65.3927692587086,75.0207531643909,3078,24,100,0.9,100,0
2020-03-31,homo,0.000204281745042237,77.3543780293636,Miami,msa,2,0.000244971852252939,0.000248546852738582,71.4025424550831,78.7025860913048,3078,24,100,0.9,100,0
2020-03-31,power,79.9999508083439,694.322391608252,Miami,msa,2,64.7214332302896,79.9999508083439,595.586594583816,646.709838137392,3078,24,100,0.9,100,0
2020-04-01,exp,0.401084954865112,84.9627951357949,Miami,msa,2,0.407408262145804,0.424183593136068,76.2753042472705,88.6149156096346,3078,24,100,0.9,100,0
2020-04-01,homo,0.000244971852252939,87.212556116544,Miami,msa,2,0.000244971852252939,0.000249154589181772,80.5158580803844,88.8037019412551,3078,24,100,0.9,100,0
2020-04-01,power,64.7214332302896,807.026546368096,Miami,msa,2,79.9999508083439,79.9999508083439,678.434284920311,755.479972869927,3078,24,100,0.9,100,0
2020-04-02,exp,0.402543336109982,83.8108082255465,Miami,msa,2,0.409293252036012,0.424123761942658,76.5723753315668,87.3329902642104,3078,24,100,0.9,100,0
2020-04-02,homo,0.000204281745042237,89.6801245659876,Miami,msa,2,0.000244971852252939,0.00024822505182762,83.2617672867226,91.4959760833265,3078,24,100,0.9,100,0
2020-04-02,power,79.9999508083439,795.850696218439,Miami,msa,2,71.9787290798654,79.9999508083439,676.596330596122,741.092123753595,3078,24,100,0.9,100,0
2020-04-03,exp,0.395669746375945,87.9595844513596,Miami,msa,2,0.400313365839414,0.422747643324311,77.9813154477166,91.9528381762734,3078,24,100,0.9,100,0
