"msa","day","rep","lag","eta","total_flow","rho","error"
"Los Angeles",2020-02-10,1,37,0.05,1334858,0.417190297157076,70.4223854803662
"Los Angeles",2020-02-10,2,37,0.05,1334858,0.416877518635092,70.7224084632165
"Los Angeles",2020-02-10,3,37,0.05,1334858,0.417183878966248,70.3782746660732
"Los Angeles",2020-02-10,4,37,0.05,1334858,0.416896214457318,70.6922492373761
"Los Angeles",2020-02-10,5,37,0.05,1334858,0.417213589823657,70.2517744194727
"Los Angeles",2020-02-10,6,37,0.05,1334858,0.417270851677412,70.2975442469147
"Los Angeles",2020-02-10,7,37,0.05,1334858,0.417270085388972,70.2922735645986
"Los Angeles",2020-02-10,8,37,0.05,1334858,0.416983407708468,70.6296287254365
"Los Angeles",2020-02-10,9,37,0.05,1334858,0.417200207187579,70.2116337596489
"Los Angeles",2020-02-10,10,37,0.05,1334858,0.417356139454003,70.126038949631
"Los Angeles",2020-02-10,11,37,0.05,1334858,0.417038486565498,70.5288234534708
"Los Angeles",2020-02-10,12,37,0.05,1334858,0.417056410689382,70.5533912558568
"Los Angeles",2020-02-10,13,37,0.05,1334858,0.417088556331057,70.4770079803593
"Los Angeles",2020-02-10,14,37,0.05,1334858,0.417288658914675,70.2331087363756
"Los Angeles",2020-02-10,15,37,0.05,1334858,0.417181505734664,70.3666942724424
"Los Angeles",2020-02-10,16,37,0.05,1334858,0.416967059409606,70.569685855104
"Los Angeles",2020-02-10,17,37,0.05,1334858,0.416979290810059,70.5405445364818
"Los Angeles",2020-02-10,18,37,0.05,1334858,0.417152036710742,70.3952209961535
"Los Angeles",2020-02-10,19,37,0.05,1334858,0.417298837856288,70.1370305159744
"Los Angeles",2020-02-10,20,37,0.05,1334858,0.417500089993287,70.0599305391662
"Los Angeles",2020-02-10,21,37,0.05,1334858,0.417115439583939,70.4712855543151
"Los Angeles",2020-02-10,22,37,0.05,1334858,0.416919140085782,70.6281724794881
"Los Angeles",2020-02-10,23,37,0.05,1334858,0.417170536972589,70.3289835735766
"Los Angeles",2020-02-10,24,37,0.05,1334858,0.416931211644876,70.7614367668428
"Los Angeles",2020-02-10,25,37,0.05,1334858,0.416983319699701,70.5475476376003
"Los Angeles",2020-02-10,26,37,0.05,1334858,0.417163471413967,70.419908954437
"Los Angeles",2020-02-10,27,37,0.05,1334858,0.417340975056006,70.1821447512307
"Los Angeles",2020-02-10,28,37,0.05,1334858,0.417049869219746,70.5879962327471
"Los Angeles",2020-02-10,29,37,0.05,1334858,0.417370885058232,70.0899100199279
"Los Angeles",2020-02-10,30,37,0.05,1334858,0.417194039701952,70.4355468371033
