"day","lag","rho","error","index","err_tag"
2020-02-10,32,7.80286833249943e-05,3.1125914821404,"homo","srmspe"
2020-02-11,32,7.80286833249943e-05,3.3654300949909,"homo","srmspe"
2020-02-12,32,7.80286833249943e-05,3.12978556051865,"homo","srmspe"
2020-02-13,32,7.80286833249943e-05,3.14492335305081,"homo","srmspe"
2020-02-14,32,7.80286833249943e-05,3.29304200412259,"homo","srmspe"
2020-02-15,32,7.80286833249943e-05,2.93735343680697,"homo","srmspe"
2020-02-16,32,7.80286833249943e-05,2.88413040738458,"homo","srmspe"
2020-03-30,32,7.80286833249943e-05,2.26240695064563,"homo","srmspe"
2020-03-31,32,7.80286833249943e-05,2.17582703574008,"homo","srmspe"
2020-04-01,32,7.80286833249943e-05,2.29944498719657,"homo","srmspe"
2020-04-02,32,7.80286833249943e-05,2.32934299638071,"homo","srmspe"
2020-04-03,32,7.80286833249943e-05,2.29515968796262,"homo","srmspe"
2020-04-04,32,7.80286833249943e-05,2.04973655133453,"homo","srmspe"
2020-04-05,32,7.80286833249943e-05,1.89305961700911,"homo","srmspe"
2020-02-10,32,60.9017499402505,55.9291817276785,"power","srmspe"
2020-02-11,32,60.9017499402505,52.1043058257729,"power","srmspe"
2020-02-12,32,60.9017499402505,52.4677500738206,"power","srmspe"
2020-02-13,32,60.9017499402505,51.1152553017326,"power","srmspe"
2020-02-14,32,60.9017499402505,53.9650807579385,"power","srmspe"
2020-02-15,32,60.9017499402505,48.1772885897734,"power","srmspe"
2020-02-16,32,60.9017499402505,44.7919622369859,"power","srmspe"
2020-03-30,32,60.9017499402505,34.5051488056667,"power","srmspe"
2020-03-31,32,60.9017499402505,32.8460938247141,"power","srmspe"
2020-04-01,32,60.9017499402505,48.5269208399607,"power","srmspe"
2020-04-02,32,60.9017499402505,50.7983721070692,"power","srmspe"
2020-04-03,32,60.9017499402505,49.8779707613341,"power","srmspe"
2020-04-04,32,60.9017499402505,44.846725108373,"power","srmspe"
2020-04-05,32,60.9017499402505,41.4625916096838,"power","srmspe"
2020-02-10,32,0.167450688834211,0.984027299039789,"exp","srmspe"
2020-02-11,32,0.171709356678625,0.981797636422693,"exp","srmspe"
2020-02-12,32,0.17132719456579,0.982225256275279,"exp","srmspe"
2020-02-13,32,0.172814035712679,0.981580698010278,"exp","srmspe"
2020-02-14,32,0.169691655415393,0.983131197866538,"exp","srmspe"
2020-02-15,32,0.176512549040119,0.979457381558323,"exp","srmspe"
2020-02-16,32,0.180961962997926,0.976442140099716,"exp","srmspe"
2020-03-30,32,0.1983732125698,0.964266543646402,"exp","srmspe"
2020-03-31,32,0.20230647526351,0.960816203258814,"exp","srmspe"
2020-04-01,32,0.175851210005175,0.978625564558043,"exp","srmspe"
2020-04-02,32,0.173410855693339,0.979561981830055,"exp","srmspe"
2020-04-03,32,0.174330582691677,0.979197495527314,"exp","srmspe"
2020-04-04,32,0.181128443853371,0.975075414092285,"exp","srmspe"
2020-04-05,32,0.186665963950931,0.971057576832726,"exp","srmspe"
