"msa","day","rep","lag","eta","total_flow","rho","error"
"Boston",2020-02-10,1,35,0.05,465847,0.425323650891619,55.9852337412857
"Boston",2020-02-10,2,35,0.05,465847,0.425139391677481,56.0589482985141
"Boston",2020-02-10,3,35,0.05,465847,0.425244975553489,56.0187544067551
"Boston",2020-02-10,4,35,0.05,465847,0.425535332934815,55.8283574699441
"Boston",2020-02-10,5,35,0.05,465847,0.425379648681124,55.9057054135152
"Boston",2020-02-10,6,35,0.05,465847,0.425372597150955,55.9045565216775
"Boston",2020-02-10,7,35,0.05,465847,0.425462490614036,55.8404718516596
"Boston",2020-02-10,8,35,0.05,465847,0.425397742343788,55.8677746404837
"Boston",2020-02-10,9,35,0.05,465847,0.425470072671842,55.852599232913
"Boston",2020-02-10,10,35,0.05,465847,0.425449678648098,55.8390119776004
"Boston",2020-02-10,11,35,0.05,465847,0.425177923462586,56.0228995605245
"Boston",2020-02-10,12,35,0.05,465847,0.42537117766331,55.9134956918863
"Boston",2020-02-10,13,35,0.05,465847,0.425392428693689,55.9338076630955
"Boston",2020-02-10,14,35,0.05,465847,0.425297732894859,56.0306904149968
"Boston",2020-02-10,15,35,0.05,465847,0.425377311110609,55.8811446144428
"Boston",2020-02-10,16,35,0.05,465847,0.425303637665774,55.983234942982
"Boston",2020-02-10,17,35,0.05,465847,0.4253930541486,55.877555510575
"Boston",2020-02-10,18,35,0.05,465847,0.425538710553657,55.7567753967111
"Boston",2020-02-10,19,35,0.05,465847,0.425315346756796,55.9365624401438
"Boston",2020-02-10,20,35,0.05,465847,0.425282483447345,55.9853636230383
"Boston",2020-02-10,21,35,0.05,465847,0.425431935012661,55.8858376372702
"Boston",2020-02-10,22,35,0.05,465847,0.42533174135564,55.8739857372277
"Boston",2020-02-10,23,35,0.05,465847,0.425322195993511,55.9813652956016
"Boston",2020-02-10,24,35,0.05,465847,0.42534930740654,55.9161364553521
"Boston",2020-02-10,25,35,0.05,465847,0.425318715655996,55.9672617952684
"Boston",2020-02-10,26,35,0.05,465847,0.425342743338742,55.9432011543104
"Boston",2020-02-10,27,35,0.05,465847,0.425535915011033,55.8196629732795
"Boston",2020-02-10,28,35,0.05,465847,0.425360912068585,55.938777161308
"Boston",2020-02-10,29,35,0.05,465847,0.42534524098065,55.9627942902783
"Boston",2020-02-10,30,35,0.05,465847,0.42539657432493,55.9365293405966
"Boston",2020-02-10,31,35,0.05,465847,0.425199528733308,56.020751755541
"Boston",2020-02-10,32,35,0.05,465847,0.425225700171639,56.0314406682992
"Boston",2020-02-10,33,35,0.05,465847,0.425307959114312,55.9807433102891
"Boston",2020-02-10,34,35,0.05,465847,0.425445531354437,55.8212876409968
"Boston",2020-02-10,35,35,0.05,465847,0.425377430552296,55.9260224649419
"Boston",2020-02-10,36,35,0.05,465847,0.42539559322777,55.8819616183937
"Boston",2020-02-10,37,35,0.05,465847,0.425228913624348,56.0492950534171
"Boston",2020-02-10,38,35,0.05,465847,0.425347597995472,55.9395138707925
"Boston",2020-02-10,39,35,0.05,465847,0.425414513706469,55.8884266801332
"Boston",2020-02-10,40,35,0.05,465847,0.425288031390921,55.9925839354172
"Boston",2020-02-10,41,35,0.05,465847,0.425362446718161,55.9460323616661
"Boston",2020-02-10,42,35,0.05,465847,0.4252737429431,56.0367319142229
"Boston",2020-02-10,43,35,0.05,465847,0.425538960657344,55.8268160327265
"Boston",2020-02-10,44,35,0.05,465847,0.425474102674108,55.9030484068298
"Boston",2020-02-10,45,35,0.05,465847,0.425387896318881,55.97535178654
"Boston",2020-02-10,46,35,0.05,465847,0.425333128659934,55.9608586229087
"Boston",2020-02-10,47,35,0.05,465847,0.425479596588117,55.8308267113674
"Boston",2020-02-10,48,35,0.05,465847,0.425426649339003,55.8823521448051
"Boston",2020-02-10,49,35,0.05,465847,0.425341965958506,55.9142193590316
"Boston",2020-02-10,50,35,0.05,465847,0.425440627494538,55.8790690819135
"Boston",2020-02-10,51,35,0.05,465847,0.425470143290941,55.833249801857
"Boston",2020-02-10,52,35,0.05,465847,0.425470017793788,55.8713682000085
"Boston",2020-02-10,53,35,0.05,465847,0.425331180417291,55.9078930545388
"Boston",2020-02-10,54,35,0.05,465847,0.425426193627692,55.8971857396551
"Boston",2020-02-10,55,35,0.05,465847,0.425467094706264,55.89290449441
"Boston",2020-02-10,56,35,0.05,465847,0.425455069284934,55.8988095897294
"Boston",2020-02-10,57,35,0.05,465847,0.425344260487656,55.9661704822987
"Boston",2020-02-10,58,35,0.05,465847,0.425332954272807,55.9301651362815
"Boston",2020-02-10,59,35,0.05,465847,0.425384234196991,55.9260616299224
"Boston",2020-02-10,60,35,0.05,465847,0.425331407316032,55.9166835344258
"Boston",2020-02-10,61,35,0.05,465847,0.425489461245425,55.8615416942103
"Boston",2020-02-10,62,35,0.05,465847,0.425299761338857,56.041427220645
"Boston",2020-02-10,63,35,0.05,465847,0.425324959557846,55.976021544886
"Boston",2020-02-10,64,35,0.05,465847,0.425449922592066,55.8772046575761
"Boston",2020-02-10,65,35,0.05,465847,0.42535371417066,55.9854911988791
"Boston",2020-02-10,66,35,0.05,465847,0.425205867361914,56.0511244602191
"Boston",2020-02-10,67,35,0.05,465847,0.425392247989725,55.9083930016901
"Boston",2020-02-10,68,35,0.05,465847,0.42537562979543,55.9386040408188
"Boston",2020-02-10,69,35,0.05,465847,0.425403357814654,55.9070432539032
"Boston",2020-02-10,70,35,0.05,465847,0.425304992824371,55.973607904781
"Boston",2020-02-10,71,35,0.05,465847,0.425249405211383,56.0585749837072
"Boston",2020-02-10,72,35,0.05,465847,0.425316537172958,55.9409463013313
"Boston",2020-02-10,73,35,0.05,465847,0.425361859583656,55.99038700646
"Boston",2020-02-10,74,35,0.05,465847,0.425448908681017,55.8489807830041
"Boston",2020-02-10,75,35,0.05,465847,0.425292649520636,55.9793133307617
"Boston",2020-02-10,76,35,0.05,465847,0.42552659738459,55.8776896596415
"Boston",2020-02-10,77,35,0.05,465847,0.425209065056088,56.0262746942457
"Boston",2020-02-10,78,35,0.05,465847,0.425327932927682,55.9538248603293
"Boston",2020-02-10,79,35,0.05,465847,0.425362739900709,55.88020025735
"Boston",2020-02-10,80,35,0.05,465847,0.425400413352063,55.8834791995332
"Boston",2020-02-10,81,35,0.05,465847,0.425438321745777,55.9106330386062
"Boston",2020-02-10,82,35,0.05,465847,0.425425419672628,55.9439016603412
"Boston",2020-02-10,83,35,0.05,465847,0.425435398885928,55.8887982811652
"Boston",2020-02-10,84,35,0.05,465847,0.425325829243718,55.9302833582185
"Boston",2020-02-10,85,35,0.05,465847,0.42529083221596,56.0091499128858
"Boston",2020-02-10,86,35,0.05,465847,0.4256699817395,55.7462519563721
"Boston",2020-02-10,87,35,0.05,465847,0.42544424977227,55.9007026998091
"Boston",2020-02-10,88,35,0.05,465847,0.425437042728846,55.9019049747937
"Boston",2020-02-10,89,35,0.05,465847,0.425534960994334,55.8320655468198
"Boston",2020-02-10,90,35,0.05,465847,0.425323652537788,55.9701942477058
"Boston",2020-02-10,91,35,0.05,465847,0.425369075651139,55.9402706100636
"Boston",2020-02-10,92,35,0.05,465847,0.425392778408125,55.9856840438172
"Boston",2020-02-10,93,35,0.05,465847,0.425419440920263,55.9567198336618
"Boston",2020-02-10,94,35,0.05,465847,0.425411064027047,55.909890243563
"Boston",2020-02-10,95,35,0.05,465847,0.425397804214729,55.9071817218754
"Boston",2020-02-10,96,35,0.05,465847,0.425389677143632,55.9294024066677
"Boston",2020-02-10,97,35,0.05,465847,0.425442914322536,55.865884626756
"Boston",2020-02-10,98,35,0.05,465847,0.425416741826742,55.9450324314369
"Boston",2020-02-10,99,35,0.05,465847,0.425204059439696,56.0453584080121
"Boston",2020-02-10,100,35,0.05,465847,0.425369641843426,55.9521886954159
"Boston",2020-02-11,1,35,0.05,443839,0.424051284495859,54.2312793885714
"Boston",2020-02-11,2,35,0.05,443839,0.424201207232385,54.1522257608817
"Boston",2020-02-11,3,35,0.05,443839,0.424201464598752,54.1895357122802
"Boston",2020-02-11,4,35,0.05,443839,0.424170892240286,54.224452608419
"Boston",2020-02-11,5,35,0.05,443839,0.42423045287381,54.1214995003333
"Boston",2020-02-11,6,35,0.05,443839,0.424157398226424,54.2047288603876
"Boston",2020-02-11,7,35,0.05,443839,0.42423718720372,54.1194884430174
"Boston",2020-02-11,8,35,0.05,443839,0.424391355602279,54.0003872112587
"Boston",2020-02-11,9,35,0.05,443839,0.424164582208854,54.1644566343675
"Boston",2020-02-11,10,35,0.05,443839,0.424109740830803,54.2194763665237
"Boston",2020-02-11,11,35,0.05,443839,0.424272885669983,54.1280913424104
"Boston",2020-02-11,12,35,0.05,443839,0.424190886651368,54.1028882240158
"Boston",2020-02-11,13,35,0.05,443839,0.424181774497434,54.1972125407368
"Boston",2020-02-11,14,35,0.05,443839,0.424182767862717,54.1496813405312
"Boston",2020-02-11,15,35,0.05,443839,0.424196908546412,54.1660761859183
"Boston",2020-02-11,16,35,0.05,443839,0.42420031243153,54.16660056171
"Boston",2020-02-11,17,35,0.05,443839,0.424358950534826,54.075756092262
"Boston",2020-02-11,18,35,0.05,443839,0.424180246646534,54.1869960073846
"Boston",2020-02-11,19,35,0.05,443839,0.424214306757729,54.1736729996581
"Boston",2020-02-11,20,35,0.05,443839,0.424235304010553,54.167318301223
"Boston",2020-02-11,21,35,0.05,443839,0.424067205932176,54.2291693716572
"Boston",2020-02-11,22,35,0.05,443839,0.424088257350452,54.2363789101355
"Boston",2020-02-11,23,35,0.05,443839,0.424203717192167,54.1693520140984
"Boston",2020-02-11,24,35,0.05,443839,0.42431532604571,54.0373494426129
"Boston",2020-02-11,25,35,0.05,443839,0.424253299387469,54.1264233268577
"Boston",2020-02-11,26,35,0.05,443839,0.424213599748116,54.1236269275751
"Boston",2020-02-11,27,35,0.05,443839,0.424089380890409,54.260482716216
"Boston",2020-02-11,28,35,0.05,443839,0.424197385126009,54.1694168589698
"Boston",2020-02-11,29,35,0.05,443839,0.424266111364415,54.1218978608534
"Boston",2020-02-11,30,35,0.05,443839,0.424130358964269,54.2235360898884
"Boston",2020-02-11,31,35,0.05,443839,0.424237066097279,54.1562043172469
"Boston",2020-02-11,32,35,0.05,443839,0.424144772369552,54.2387969871345
"Boston",2020-02-11,33,35,0.05,443839,0.424390166298429,54.0584347168401
"Boston",2020-02-11,34,35,0.05,443839,0.424312776767896,54.1360916544926
"Boston",2020-02-11,35,35,0.05,443839,0.42421997633464,54.200174725019
"Boston",2020-02-11,36,35,0.05,443839,0.424199690702975,54.1781075519309
"Boston",2020-02-11,37,35,0.05,443839,0.42432142268579,54.061058797312
"Boston",2020-02-11,38,35,0.05,443839,0.424251393339407,54.1111649320087
"Boston",2020-02-11,39,35,0.05,443839,0.424192280072398,54.1503418327014
"Boston",2020-02-11,40,35,0.05,443839,0.424258863986068,54.1273140492644
"Boston",2020-02-11,41,35,0.05,443839,0.424341604098538,54.0442366858294
"Boston",2020-02-11,42,35,0.05,443839,0.424323903514018,54.091200886856
"Boston",2020-02-11,43,35,0.05,443839,0.424215281444251,54.1172129442694
"Boston",2020-02-11,44,35,0.05,443839,0.42426877554614,54.1340085643847
"Boston",2020-02-11,45,35,0.05,443839,0.424315917870115,54.1132550989782
"Boston",2020-02-11,46,35,0.05,443839,0.424282871479867,54.1468692282879
"Boston",2020-02-11,47,35,0.05,443839,0.424183088469175,54.1826487085427
"Boston",2020-02-11,48,35,0.05,443839,0.424176311718097,54.1568253651572
"Boston",2020-02-11,49,35,0.05,443839,0.424211201535282,54.1595785814662
"Boston",2020-02-11,50,35,0.05,443839,0.424147891191361,54.1700633092982
"Boston",2020-02-11,51,35,0.05,443839,0.424286142554791,54.1226741264755
"Boston",2020-02-11,52,35,0.05,443839,0.424151665730456,54.2600173292281
"Boston",2020-02-11,53,35,0.05,443839,0.424194151791922,54.1912178065976
"Boston",2020-02-11,54,35,0.05,443839,0.424295055910483,54.1099597973422
"Boston",2020-02-11,55,35,0.05,443839,0.424169689651596,54.2358897174295
"Boston",2020-02-11,56,35,0.05,443839,0.424082842263121,54.248960688997
"Boston",2020-02-11,57,35,0.05,443839,0.424248904090953,54.133928234315
"Boston",2020-02-11,58,35,0.05,443839,0.424189320613684,54.1895167630253
"Boston",2020-02-11,59,35,0.05,443839,0.424277663848003,54.125350827989
"Boston",2020-02-11,60,35,0.05,443839,0.424128506578503,54.2086510605955
"Boston",2020-02-11,61,35,0.05,443839,0.424122645298389,54.2641772452453
"Boston",2020-02-11,62,35,0.05,443839,0.424162634007946,54.1659944926334
"Boston",2020-02-11,63,35,0.05,443839,0.424226690519354,54.2180766845332
"Boston",2020-02-11,64,35,0.05,443839,0.424297759947928,54.0761381574386
"Boston",2020-02-11,65,35,0.05,443839,0.424149352159775,54.1953925043503
"Boston",2020-02-11,66,35,0.05,443839,0.424381855569764,54.1031520167351
"Boston",2020-02-11,67,35,0.05,443839,0.424092422797463,54.2218244238902
"Boston",2020-02-11,68,35,0.05,443839,0.42419179401976,54.1588724717905
"Boston",2020-02-11,69,35,0.05,443839,0.42424166254317,54.0884013305723
"Boston",2020-02-11,70,35,0.05,443839,0.42423244831748,54.1265662248383
"Boston",2020-02-11,71,35,0.05,443839,0.42430454447779,54.1214675700154
"Boston",2020-02-11,72,35,0.05,443839,0.424304383380661,54.1454550448239
"Boston",2020-02-11,73,35,0.05,443839,0.424237084467065,54.1609064964383
"Boston",2020-02-11,74,35,0.05,443839,0.424161287989296,54.1642236600434
"Boston",2020-02-11,75,35,0.05,443839,0.424151905453495,54.2225171679569
"Boston",2020-02-11,76,35,0.05,443839,0.424475604647402,54.0065633782532
"Boston",2020-02-11,77,35,0.05,443839,0.424273046698511,54.1440374723774
"Boston",2020-02-11,78,35,0.05,443839,0.424295535534524,54.1247759042069
"Boston",2020-02-11,79,35,0.05,443839,0.424328833883913,54.1058575101829
"Boston",2020-02-11,80,35,0.05,443839,0.42417704280621,54.1867474651846
"Boston",2020-02-11,81,35,0.05,443839,0.424177170815402,54.1908824873478
"Boston",2020-02-11,82,35,0.05,443839,0.424225895944113,54.2127017859163
"Boston",2020-02-11,83,35,0.05,443839,0.424254994619174,54.1887394625762
"Boston",2020-02-11,84,35,0.05,443839,0.42424911683609,54.1369687144598
"Boston",2020-02-11,85,35,0.05,443839,0.42423423870483,54.1428585219968
"Boston",2020-02-11,86,35,0.05,443839,0.424235518293609,54.1513931983642
"Boston",2020-02-11,87,35,0.05,443839,0.42425622018306,54.1180567058369
"Boston",2020-02-11,88,35,0.05,443839,0.424255391360603,54.1766859916216
"Boston",2020-02-11,89,35,0.05,443839,0.424040553261215,54.2700717188688
"Boston",2020-02-11,90,35,0.05,443839,0.424201914643213,54.1828457025667
"Boston",2020-02-11,91,35,0.05,443839,0.424291833125909,54.1260595758164
"Boston",2020-02-11,92,35,0.05,443839,0.424230522629856,54.1616247440633
"Boston",2020-02-11,93,35,0.05,443839,0.424152797740007,54.1960908688574
"Boston",2020-02-11,94,35,0.05,443839,0.424308636662555,54.1025912028082
"Boston",2020-02-11,95,35,0.05,443839,0.424456346602208,53.9719939608917
"Boston",2020-02-11,96,35,0.05,443839,0.424246306920761,54.0809519200091
"Boston",2020-02-11,97,35,0.05,443839,0.424329748430302,54.0217709360849
"Boston",2020-02-11,98,35,0.05,443839,0.424294249219596,54.0966433404169
"Boston",2020-02-11,99,35,0.05,443839,0.42420626911179,54.1790886483305
"Boston",2020-02-11,100,35,0.05,443839,0.424097921936913,54.2743873821906
"Boston",2020-02-12,1,35,0.05,463960,0.423827685886578,57.0960195142055
"Boston",2020-02-12,2,35,0.05,463960,0.423766493061222,57.052514094573
"Boston",2020-02-12,3,35,0.05,463960,0.423751627864857,57.1690936633976
"Boston",2020-02-12,4,35,0.05,463960,0.42376076729967,57.1156655783149
"Boston",2020-02-12,5,35,0.05,463960,0.423743016457305,57.1441792155832
"Boston",2020-02-12,6,35,0.05,463960,0.423782377693094,57.1134564115054
"Boston",2020-02-12,7,35,0.05,463960,0.423925194463542,57.0348046820441
"Boston",2020-02-12,8,35,0.05,463960,0.423768969340354,57.1405981338473
"Boston",2020-02-12,9,35,0.05,463960,0.4237602574438,57.1561961459136
"Boston",2020-02-12,10,35,0.05,463960,0.423802126858659,57.1371114348685
"Boston",2020-02-12,11,35,0.05,463960,0.423651432068029,57.18259093222
"Boston",2020-02-12,12,35,0.05,463960,0.423659568760881,57.2107325606325
"Boston",2020-02-12,13,35,0.05,463960,0.423747129018893,57.1523814185405
"Boston",2020-02-12,14,35,0.05,463960,0.423862092060849,57.0081399990829
"Boston",2020-02-12,15,35,0.05,463960,0.423837794121852,57.085658369552
"Boston",2020-02-12,16,35,0.05,463960,0.423761003370362,57.1019666626836
"Boston",2020-02-12,17,35,0.05,463960,0.423672481799701,57.2161660869742
"Boston",2020-02-12,18,35,0.05,463960,0.423760399773034,57.1304697291069
"Boston",2020-02-12,19,35,0.05,463960,0.42384078921453,57.0736380239983
"Boston",2020-02-12,20,35,0.05,463960,0.423688666929491,57.1916471107865
"Boston",2020-02-12,21,35,0.05,463960,0.423775091061539,57.1498327204212
"Boston",2020-02-12,22,35,0.05,463960,0.423722924533797,57.2069229350025
"Boston",2020-02-12,23,35,0.05,463960,0.423975465996523,57.0084782672724
"Boston",2020-02-12,24,35,0.05,463960,0.423882912157967,57.0978892461865
"Boston",2020-02-12,25,35,0.05,463960,0.423759271843469,57.1854900426002
"Boston",2020-02-12,26,35,0.05,463960,0.423766043099669,57.1398055360339
"Boston",2020-02-12,27,35,0.05,463960,0.423899438562571,57.007733423217
"Boston",2020-02-12,28,35,0.05,463960,0.423808950653483,57.0856605517005
"Boston",2020-02-12,29,35,0.05,463960,0.423773496714252,57.0955793377358
"Boston",2020-02-12,30,35,0.05,463960,0.423846773241949,57.0807935716792
"Boston",2020-02-12,31,35,0.05,463960,0.423882782808222,57.0283854681372
"Boston",2020-02-12,32,35,0.05,463960,0.423896096760869,57.0531284747451
"Boston",2020-02-12,33,35,0.05,463960,0.423756192433238,57.085687870296
"Boston",2020-02-12,34,35,0.05,463960,0.423842685772758,57.0890392937308
"Boston",2020-02-12,35,35,0.05,463960,0.423868173935864,57.0948450444338
"Boston",2020-02-12,36,35,0.05,463960,0.423847833519975,57.1174855529061
"Boston",2020-02-12,37,35,0.05,463960,0.423757130115244,57.1490402617179
"Boston",2020-02-12,38,35,0.05,463960,0.42373360246989,57.1321352637164
"Boston",2020-02-12,39,35,0.05,463960,0.423790392865412,57.115693398512
"Boston",2020-02-12,40,35,0.05,463960,0.42367362815745,57.1578652484621
"Boston",2020-02-12,41,35,0.05,463960,0.423854388817365,57.0852714144976
"Boston",2020-02-12,42,35,0.05,463960,0.423702662553597,57.2388293739655
"Boston",2020-02-12,43,35,0.05,463960,0.423731084503465,57.1758278375391
"Boston",2020-02-12,44,35,0.05,463960,0.423844941484076,57.0842716253904
"Boston",2020-02-12,45,35,0.05,463960,0.423746300447678,57.1972669818282
"Boston",2020-02-12,46,35,0.05,463960,0.423637752366578,57.2289643592296
"Boston",2020-02-12,47,35,0.05,463960,0.423839847468125,57.0755427912209
"Boston",2020-02-12,48,35,0.05,463960,0.423742762764843,57.1536991050238
"Boston",2020-02-12,49,35,0.05,463960,0.423829289149525,57.1004428754405
"Boston",2020-02-12,50,35,0.05,463960,0.423717901983968,57.1543124560994
"Boston",2020-02-12,51,35,0.05,463960,0.423683207571609,57.2374893458204
"Boston",2020-02-12,52,35,0.05,463960,0.42369202016897,57.1526681639218
"Boston",2020-02-12,53,35,0.05,463960,0.423793198545222,57.1731393558184
"Boston",2020-02-12,54,35,0.05,463960,0.423857031225743,57.0372797974762
"Boston",2020-02-12,55,35,0.05,463960,0.423700600293176,57.17986359326
"Boston",2020-02-12,56,35,0.05,463960,0.42398803853075,57.0382589673645
"Boston",2020-02-12,57,35,0.05,463960,0.423633673358968,57.2083438156677
"Boston",2020-02-12,58,35,0.05,463960,0.423731346577219,57.1535036422528
"Boston",2020-02-12,59,35,0.05,463960,0.423778505981095,57.0705173433046
"Boston",2020-02-12,60,35,0.05,463960,0.42379765626417,57.0944448675607
"Boston",2020-02-12,61,35,0.05,463960,0.42384381353274,57.1099976000209
"Boston",2020-02-12,62,35,0.05,463960,0.423819703804974,57.1576210711263
"Boston",2020-02-12,63,35,0.05,463960,0.423787641508352,57.1324570618809
"Boston",2020-02-12,64,35,0.05,463960,0.423735081434092,57.1121523909835
